ID,address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two),reviews_list,menu_item,listed_in(type),listed_in(city)
302,"17th Main Rd, KHB Colony, 5th Block, Koramangala, Bengaluru, Karnataka 560095",Tuk Tuk Thai,Yes,Yes,4.5/5,507,080 4852 6265,Koramangala,Casual Dining,Unique icecream flavours,Pan Asian,2000,"Loved the vibe here. The ambience of this place is great. Food here is so tasty and amazing. Even though the place was a bit crowded, service was prompt and fast. It is recommended to book seats in advance since they usually have a 10-15 mins waiting time. They have authentic Pan Asian food and its all veg so you can enjoy lots of delicacies and flavors. The staffs were polite and well mannered. Overall the experience was awesome.Totally loved this place. Food was very delicious. Tried everything for the first time. They have Malaysian, thai, Japanese, and Vietnamese dishes.",[],Restaurant,Koramangala
303,"SRK Towers, JP Nagar Rd, Krishnaraju Layout, Amalodbhavi Nagar, Bilekahalli, Bengaluru, Karnataka 560076",Mykos,No,Yes,4.5/5,687,null,JP Nagar,Casual Dining,Greek Food,Multi-Cuisine,1600,"A very cute place that I had been wanting to go to and it did Not disappoint. The ambience is unique and the food is equally good. Prices are Not too expensive and the service is great as well (shoutout to our server- Boisat!)This is one of the place where I would come everytime I visit Bangalore. Such a nice ambience, food is top Notch and affordable. Staff is great. I would recommend everyone to go there once.",[],Restaurant,JP Nagar 
304,"4th, B Block, 82, 7th Cross Rd, KHB Block Koramangala, Koramangala 4-B Block, Koramangala, Bengaluru, Karnataka 560034",Just Loaf,Yes,No,4.5/5,94,null,Koramangala,Casual Dining,"Korean fried chicken burger,Loaded Fries",Multi-Cuisine,1000,"This is an awesome place for both formal and informal meet ups! Food was awesome! We Tried Cold press Juice, Salad, Korean Garlic Bun, Apple tart, falafel sandwich, sloppy Joe, chicken rice bowl. The vegetarian options for food is very less and the chef mentioned they would be adding soon, since, there is high demand. All of them were very good! There is couple of car and few bike parking. ,Possibly they have valet.Food absolutely delicious! Korean chicken wings was the best! Loved the vibe of the place! Surely going back again!",[],Restaurant,Koramangala
305,"2nd Floor, Forum Rex Walk, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001",Homiga,No,No,4.6/5,288,9611339046,MG Road,Casual Dining,BBQ Set,"Korean,Pan Asian",3000,"The food was very good, as was the service. Rajat was very sweet and helpful. Had a great time. Expensive but the quantity and taste are top Notch. The interiors could be better designed.,Great restaurant in Bengaluru. Amazing food, nice staff who can recommend what to order. They prepare the meal fresh right in front of you. Very tasty! Go and try yourself",[],Restaurant,MG Road
306,"3798, 7th Main Rd, Motappapalya, Indiranagar, Bengaluru, Karnataka 560038",Neon Market,Yes,No,4.7/5,210,null,Indiranagar,Casual Dining,"Turkish eggs,Shakshouka",Japanese,1000,"Food is great but seems like the quantity is less compare to the price... One time visit would probably be good... The staffs are very friendly and suggests food as well. Ms. Manasa is proactive in helping the customers. Thank you for your hospitality.,I absolutely loved their Oreo croissant, chicken braised toast and Shakshuka. CappucciNo could have been better though, too strong for my taste but if you’re someone who likes their coffee strong then definitely go for it. The presentation was perfect.I won’t talk about ambience because everyone already is and it is pretty cool.",[],Restaurant,Indiranagar
307," 438, 18th Main Rd, 6th Block, Koramangala, Bengaluru, Karnataka 560095",Kappa Chakka Kandhari,No,Yes,4.2/5,"3,078",8025521010,Koramangala,Casual Dining,"Coconut Pudding,Meen Curry",South Indian,1800,"Tried their Coconut Prawn, Mutton coconut fry, Ramapuram Chicken gravy, Palada and Lemon Mint cooler, Nanari drinks. All dishes were fantastic (except chicken gravy was bit bland and cardamom was lil overpowering, but Not bad). Would definitely recommend the above dishes than going for tasting menu.,Kappa Chakka Kandhari tantalizes taste buds with authentic Kerala flavors, reminiscent of childhood memories and home-cooked delights, it delivers an exquisite culinary journey, capturing the essence of Kerala with every dish. A must-visit for Kerala food enthusiasts seeking Nostalgia around bangalore.",[],Restaurant,Koramangala
308,"Shop No 15 - 15A, First Floor, Phoenix Mall of Asia, 560092, Indra Nagar, Hebbal, Bengaluru, Karnataka 560092",Andrea's Brasserie,No,Yes,4.8/5,200,8588823878,Indiranagar,Casual Dining,CremiNo,Italian,1600,"It is a nice place with a lot of variety in cuisines. We tried sushi and pizza with coffee and they were delicious. The staff is nice, as well.,Amazing food and amazing taste. Totally different than conventional food joints. Will be visiting again soon. Ordered a platter and pizza both were amazing.",[],Restaurant,Indiranagar
309,"339, 20th Cross Rd, CQAL Layout, Hebbal, Bengaluru, Karnataka 560092",Ameil Gourment,No,No,4.4/5,176,9845862027,Hebbal,Casual Dining,"Hot Chocolate,Orange glazed duck confit",Continental,700,"The food is absolutely delicious, cooked with elegance and generous. The chef is passionate, and you can truly feel it on the plate. Highly recommended for everyone who appreciates good cuisine .,Had the most amazing experience at Amiel Gourmet CSE outlet wherein we were lucky eNough to have food from the chef himself. I had arranged a catering menu for a special team dinner & my entire team was really happy with the food & the service and have been commending me on choosing this place. Food was so tasty and authentic to the cuisine and all kudos goes to the chef & the team for managing that. Special mention to the branch manager Snehashish along with the wait staff as we were served with the utmost attention & warmth. I will be back again and i am sure my colleagues too ",[],Restaurant,Hebbal
310,"322/1, Chinmaya Mission Hospital Rd, Near Indiranagar Metro Station, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",Maravanthe Coastal Cuisine,Yes,Yes,4.4/5,"3,651",9513819595,Indiranagar,Casual Dining,"Kokum Sherbat,Ragi Manni",Continental,1500,"Loved the food. Tried their Neer dosa, chicken ghee roast, makarel rawa tawa fry, fish thali, sol kadhi. Everything tasted good. Bit on the pricey range. I think it's a good place for sea food lovers to enjoy while in bglore.,This is the best place to visit in Bangalore if you are craving for an authentic mangalorean cuisine.. the sea foods are really fresh and delicious, my all time favourite is ghee roasted prawns. Try here Neer dosa with chicken sukka..that’s a must thing to eat..you can try kori roti which is very crispy rice papads, then in desert u can go for ragi manni which i really enjoyed ",[],Restaurant,Indiranagar
311,"Ground Floor, Goenka Chambers, 19th Main St, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Societe Rangoon,Yes,Yes,4.7/5,290,8022273820,JP Nagar,Casual Dining,"Burmese chilli mushroom soup,Matcha bubble tea",Pan Asian,1000,"We tried out the lunch here with 4Pax, the food was excellent. We couldn't ask for more. Awan served us with her best and it was indeed a fine dining experience. Highly recommend.,A very quaint and interesting place in JP nagar ... Tried the falafel soup which was really nice interesting take on lentil soup with falafel which was very good in itself... Next tried the khow suey which was again really creamy coconut gravy with Noodles topped with chicken in addition to this we tried the mushroom rice which was ok interesting flavors had to really look for the mushrooms, I would Not order the same again finally ended with the sago desert which was decent",[],Restaurant,JP Nagar
312,"85/1, Dr DVG Road, Near National College, Basavanagudi, Bangalore, Bengaluru, Karnataka",Mahalakshmi  Tiffin Room,No,No,4.3/5,"4,198",8762687707,Basavanagudi,Self Service,"Dosa,Idli",South Indian,100,"Old school tiffin room. Nostalgic ambiance. The special masala dosa was superb. The dosa was accurately crispy. The aloo palya was just the right flavors. The sambar could have been better.,To be honest, we had to come here because Vidhyaarthi Bhavan was closed. It's just a km walk from there but to our surprise, it was amazing.Idly was so soft. Dosa was Normal.and the Kali dosa was too soft and too good.It's a great and affordable breakfast place.Highly recommended.",[],Restaurant,Basavanagudi
313,"5th Floor, 1 MG Road Mall, MG Road, Bangalore",2 Moons,No,Yes,4.2/5,436,9019529012,MG Road,Casual Dining,"Smoked Roma&Rosemary veloute,tawa Pao Bhaji",Indian,2100,"Excellent food, and I absolutely loved the Gimlet. A million thanks to Rohit for your quick and seamless service and food suggestions - you really made the time spent absolutely amazing and totally worth it!,Good service by chandrajeet Debnath . Will surely visit for the service",[],Restaurant,MG Road
314,"10/5, 6th floor, Rathnam's Complex, Kasturba Road, Mahatma Gandhi Rd, Lavelle Road, Bangalore",One8 Commune,No,No,3.9/5,228,8548881818,MG Road,Casual Dining,"Jalebi Chaat,Textures of Coconut","Chinese, North Indian",3000,"The mushroom dimsums and the chicken souvlaki was amazing , the staff is friendly and the hospitality was great. A must visit place for family and friends.,amazing food and ambience, friendly staff overall enjoyed every bit of it.",[],Restaurant,MG Road
315,"5th floor, 1 MG Road Mall 560008, Bengaluru, MG Road, Bangalore",Juliet,No,Yes,4.2/5,97,9019529012,MG Road,Casual Dining,"Dimsums,cocktails,sushi",Pan Asian,2500,"Everything about this place is quite fabulous. The location, the ambience, the service! But the food is appalling! Both the portion size and the taste. Very average on both fronts. Tried the goat cheese beet salad which was sour beyond imagination. And the pizza tastes average and the size is a joke. Long story short; this won’t be my go to place for meals for sure.,I loved the ambience and the food. I like the service. Well maintained place. Staff were very cooperative. Totally I enjoyed. Every penny I spent was worthy.",[],Restaurant,MG Road
316,"Ground Floor, Cosmopolitan Club, 3rd Block, 22nd Cross, Jayanagar, Bangalore",Subz ,Yes,No,4.2/5,"7,308",9342434350,Jayanagar,Self Service,null,Multi-Cuisine,1200,"Excellent food for veg lovers. This is a buffet style dedicated to vegetarians. You'll find a lot of foods that you can choose. The food was great and hygienic. Did Not try dessert. Ambience was good. Buffet cost Rs 580 per head. Valet parking available. Try it, you'll love it.,The food was good. The atmosphere could have been better. Also the price is high for the varieties offered.",[],Restaurant,Jayanagar
317,"3, 8th Main Road, Koramangala 4th Block, Bangalore",The Hole in the Wall Cafe,Yes,No,4.4/5,"18,000",8040949490,Koramangala,Casual Dining,"Breakfast,Pancakes",Continental,700," Quite decent ambience and crowd. Try out some English cuisine for breakfast. The Pan cakes and Cold coffee is a must have. While the restaurant is on the main road, the parking spot if just in the next Street. Recommended are bikes instead of cars.,You might have to wait a bit, but it won't be long and will be worth. Great English menu, full of English breakfast options, waffles and much more on those lines. Everything looks and tastes great. Service is quick and really nice. Atmosphere is of a cute little cafe, but totally packed all the time. And on top of it, it's Not expensive at all. Must try if you're in the area, I'd recommend traveling a bit for this too. Great for vegetarians, much better for Non-vegetarians.",[],Cafe,Koramangala
318,"10, Shanthala Nagar, Museum Road, Church Street, Bangalore",Amintri,Yes,No,4.4/5,"3,855",7619312123,MG Road,Casual Dining,Lotus Biscoff pull up cake,Multi-Cuisine,1100,"If you have a sweet tooth that never stops nagging, you'll find your heaven here. They have so many mouth-watering and eye-popping pastries and desserts that you'll need a bigger stomach. And a bigger wallet. This place is quite popular, expect waiting time on weekends.,One of the best places to have desserts. Both the pull me up cakes are a must have. The seating is also clean and spacious. Found the hot chocolate Not to my liking, but it was good. Cheesecakes are also worth a try",[],Cafe,MG Road
319,"50/1, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",Khawa Karpo,Yes,No,4.3/5,"1,005",9663698825,Koramangala,Casual Dining,"Tingmo,Laphing",Tibetan,350,"Crazy good momos. Add mayo maybe? Loved it regardless.,If you love tibetian food, this is heaven for you. The food is really good in taste. The only problem is it's too narrow.",[],Restaurant,Koramangala
320,"11, 80 Feet Road, Near SBI, Koramangala 1st Block, Bangalore",Bistro Claytopia,Yes,Yes,4.1/5,"6,262",8043759392,Koramangala,Casual Dining,"Pizza,Coffee",Multi-Cuisine,1100,"This place has an very beautiful and happening environments which offers one of the most beautiful experiences. They offer you an art work while you have you food with you friends. They sale this plain white painted clay objects in which you could paint. The price for clay materials starts from 500 and goes upto 3to4k base on your interest. And for each clay materials only fixed number of paint are provided and you will be charged extra in case if you need extra colors to get painted. The place is almost busy everytime with everyone painting and spending their own time. And the food in here is quite decent where the menu is limited to certain dishes. And at last the painting which you made should be handed over to them and they would undergo an process of glazing your art which gives polishing looks and makes it strong. After the product is ready they would call you and you could go and collect them with the bill they have given.,This is one of the fancy cafe in the Koramangala side. Those who are in to art and painting its the best place for them. For whatever you want to paint has to be paid. Quality and quantity of the food was on the average side. Consider this place if you've eNough time to spend here or else it won't worth it. This place gets crowded at the peak timings so better to be reach little early and grab the seats.
",[],Cafe,Koramangala
321,"460, 2nd Cross, Krishna Temple Road, Indiranagar, Bangalore",MilaNo Ice Cream,Yes,No,4.6/5,"12,691",8041256483,Indiranagar,Self Service,Gelato,Ice Cream and Beverages,400,"One of my favorite places to have desserts. The Gelato ice cream is delicious. The dual flavour combo with the waffle cone is the best. There are a lot of varieties to choose from and the prices are reasonable. It would get crowded after 8pm especially in the weekends. Definitely worth visiting.,Visited this place as I came to kNow that Italian chef started this place. Living in Europe for the past 4 years, I was curious to explore gelato here. Creaminess was above average, sugar is perfect, texture could be better. By the way Italian gelato is never measured with a scoop it’s served with love and the way they put it on a cone is an art. Come tasted good by the way! Tiramisu was good and lemon pie was average",[],Ice Cream Parlor,Indiranagar
322,"839/1, 2nd Floor, Binnamangala First Stage, Indiranagar, Bangalore",Yuki,Yes,No,4.7/5,100,9035790167,Indiranagar,Self Service,"Sushi,Unique Cocktails",Pan Asian,1600," One of the best places for some delicious Pan Asian food!! Loved the dimsums,pineapple fried rice, Noodles, chicken salad , pad thai and desserts! Lovely ambience and service is definitely a cherry on the cake at this place!! ,Yuki is an awesome place! Food and ambience are really amazing. I will recommend this cocktail bar to everyone. Must try their Matcha LIIT. Will surely visit here again. Overall service was also very quick :)
",[],Restaurant,Indiranagar
323,"B Block, Block B, 539, Kundalahalli Main Rd, AECS Layout - C Block, AECS Layout, Marathahalli, Bengaluru, Karnataka 560037",Aao Kachori Khao,No,No,4.3/5,20,null,Marathahalli,Self Service,Daal Kachori,Bengali,400,"Great Calcutta style kachori sabzi. The kachori is really good and almost tastes like the Calcutta Dal Puri. The price is ok and the service is fast.,We tried the dal and sattu kachori, and both were really good. Aloo ki sabzi was very close to the authentic Bengal taste. Prices are cheap !",[],Street Stalls,Marathahalli
